time_stamp,info,Epochs,Learning Rate,hidden_layer_dimension,Model,accuracy,precision,recall,F1,model_directory,triples_path,entities_labels_path,properties_labels_path,graph_embeddings_path
2023:08:09 12:11:37,Task: multiclass node type prediction,10,0.01,16,"GCN(
  (conv1): GCNConv(768, 16)
  (conv2): GCNConv(16, 99)
)",11.76%,,,,,./data/source_data/VAD_triples.csv,./data/source_data/VAD_entities_labels.csv,./data/source_data/VAD_properties_labels.csv,./data/graph_embeddings
